Notice_Date,Effective_Date,Received_Date,Company,City,County,No_employees,Layoff/Closure
1/11/17,3/18/17,1/12/17,Pacific Gas and Electric Company,Merced,,2.0,Layoff Permanent
1/11/17,3/18/17,1/12/17,Pacific Gas and Electric Company,Oakland,,3.0,Layoff Permanent
1/11/17,3/18/17,1/12/17,Pacific Gas and Electric Company,Rancho Cordova,,11.0,Layoff Permanent
1/11/17,3/18/17,1/12/17,Pacific Gas and Electric Company,Salinas,,2.0,Layoff Permanent
1/4/17,3/4/17,1/13/17,Atmel Corporation,San Jose,,9.0,Layoff Permanent
1/12/17,3/13/17,1/13/17,Crownpeak Technology/TriNet PEO,Los Angeles,,20.0,Closure unknown at this time
1/12/17,3/13/17,1/13/17,Google Inc.,Mountain View,,94.0,Layoff Permanent
1/13/17,2/24/17,1/13/17,Intel Corporation,Santa Clara,,54.0,Layoff Permanent
1/9/17,4/3/17,1/13/17,"Morton Salt, Inc.",Newark,,70.0,Closure Permanent
1/11/17,3/18/17,1/13/17,Pacific Gas and Electric Company,Davis,,9.0,Layoff Permanent
1/11/17,3/18/17,1/13/17,Pacific Gas and Electric Company,Fairfield,,9.0,Layoff Permanent
1/11/17,3/18/17,1/13/17,Pacific Gas and Electric Company,Lodi,,4.0,Layoff Permanent
1/11/17,3/18/17,1/13/17,Pacific Gas and Electric Company,Marysville,,1.0,Layoff Permanent
1/11/17,3/18/17,1/13/17,Pacific Gas and Electric Company,Modesto,,1.0,Layoff Permanent
1/11/17,3/18/17,1/13/17,Pacific Gas and Electric Company,Pismo Beach,,3.0,Layoff Permanent
1/11/17,3/18/17,1/13/17,Pacific Gas and Electric Company,San Carlos,,1.0,Layoff Permanent
1/11/17,3/18/17,1/13/17,Pacific Gas and Electric Company,San Francisco,,132.0,Layoff Permanent
1/11/17,3/18/17,1/13/17,Pacific Gas and Electric Company,San Jose,,4.0,Layoff Permanent
1/11/17,3/18/17,1/13/17,Pacific Gas and Electric Company,Santa Rosa,,6.0,Layoff Permanent
1/11/17,3/18/17,1/13/17,Pacific Gas and Electric Company,Ukiah,,1.0,Layoff Permanent
1/12/17,1/13/17,1/13/17,"Pandora Media, Inc.",Oakland,,91.0,Layoff Permanent
1/12/17,3/14/17,1/13/17,Sungevity,Oakland,,66.0,Layoff Permanent
1/6/17,3/8/17,1/13/17,"Theranos, Inc.",Newark,,53.0,Layoff Permanent
1/6/17,3/8/17,1/13/17,"Theranos, Inc.",Palo Alto,,97.0,Layoff Permanent
1/12/17,3/20/17,1/13/17,Visa Inc.,Foster City,,58.0,Layoff Permanent
1/13/17,1/17/17,1/17/17,"Cisco Systems, Inc.",San Jose,,25.0,Layoff Permanent
1/12/17,3/17/17,1/17/17,Nordstrom Main Place Store,Santa Ana,,195.0,Closure Permanent
1/11/17,1/12/17,1/17/17,"SunEdison, Inc.",Belmont,,2.0,Layoff Permanent
1/9/17,12/31/16,1/18/17,Sears Hometown and Outlet,San Leandro,,1.0,Closure Permanent
1/19/17,2/9/17,1/19/17,"Moran Foods, LLC d/b/a Save-A-Lot, Ltd.",Los Angeles,,35.0,Closure Permanent
1/18/17,3/20/17,1/19/17,"Oracle America, Inc.",Santa Clara,,441.0,Layoff Permanent
1/19/17,3/20/17,1/19/17,Pacific Life Insurance Company,Newport Beach,,95.0,Layoff Permanent
1/9/17,4/9/17,1/19/17,Sears Holdings Corporation,Santa Monica,,80.0,Closure Permanent
1/20/17,3/24/17,1/23/17,Boeing Company,El Segundo,,6.0,Layoff unknown at this time
1/20/17,3/24/17,1/23/17,Boeing Company,Huntington Beach,,5.0,Layoff unknown at this time
1/20/17,3/24/17,1/23/17,Boeing Company,Long Beach,,3.0,Layoff unknown at this time
1/20/17,3/21/17,1/23/17,"The Wet Seal, LLC",Irvine,,148.0,Closure Permanent
1/23/17,3/28/17,1/24/17,AOL Inc.,San Jose,,80.0,Layoff Permanent
1/26/17,4/4/17,1/26/17,"iHeartMedia, Inc.",Aliso Viejo,,72.0,Closure Permanent
1/26/17,1/9/17,1/27/17,"DoubleDutch, Inc.",San Francisco,,57.0,Layoff Permanent
1/26/17,3/28/17,1/27/17,Memorial Health Services,Long Beach,,422.0,Layoff Permanent
1/24/17,3/31/17,1/27/17,"San Diego Sportservice, Inc.",San Diego,,1130.0,Closure Permanent
1/26/17,3/27/17,1/27/17,Verizon,San Jose,,60.0,Layoff Permanent
1/24/17,3/31/17,1/27/17,"Walmart Stores, Inc.",San Bruno,,174.0,Layoff Permanent
1/30/17,3/31/17,1/30/17,"Enphase Energy, Inc.",Petaluma,,60.0,Layoff Permanent
1/30/17,2/28/17,1/30/17,"National Distribution Centers, LLC",Chino,,102.0,Closure Permanent
1/27/17,3/31/17,1/30/17,The Armor All/STP Products Company,Pleasanton,,4.0,Closure Permanent
1/30/17,4/1/17,1/31/17,"Penske Vehicle Services, Inc.",Westlake Village,,5.0,Closure Permanent
1/31/17,3/31/17,2/1/17,Freeport-McMoRan Oil & Gas LLC,Bakersfield,,2.0,Layoff Permanent
1/31/17,3/31/17,2/1/17,Freeport-McMoRan Oil & Gas LLC,Los Angeles,,3.0,Layoff Permanent
1/23/17,3/31/17,2/1/17,Gap Inc.,San Francisco,,216.0,Layoff Permanent
1/31/17,4/3/17,2/1/17,Google,Mountain View,,104.0,Layoff Permanent
1/23/17,1/24/17,2/1/17,Stanford Health Care,Atherton,,129.0,Layoff Permanent
1/23/17,1/24/17,2/1/17,Stanford Health Care,Newark,,12.0,Layoff Permanent
1/23/17,1/24/17,2/1/17,Stanford Health Care,Oakland,,1.0,Layoff Permanent
1/30/17,3/31/17,2/2/17,"Bay City Television, Inc.",San Diego,,127.0,Layoff Permanent
1/30/17,4/30/17,2/2/17,"Live Nation Worldwide, Inc.",Irvine,,905.0,Closure Permanent
2/1/17,4/3/17,2/2/17,Western Health Resources,San Diego,,52.0,Closure unknown at this time
1/30/17,3/31/17,2/3/17,Atmel Corporation,San Jose,,14.0,Layoff Permanent
2/3/17,4/3/17,2/3/17,"Shutterfly, Inc.",Santa Clara,,87.0,Closure Permanent
2/1/17,11/15/16,2/3/17,"Veritas Technologies, LLC",Mountain View,,64.0,Layoff Permanent
2/6/17,4/3/17,2/7/17,Bank of the West,San Ramon,,47.0,Layoff Permanent
2/3/17,4/7/17,2/7/17,Boeing Company,El Segundo,,16.0,Layoff unknown at this time
2/3/17,4/7/17,2/7/17,Boeing Company,Huntington Beach,,9.0,Layoff unknown at this time
1/30/17,4/3/17,2/7/17,"Fitbit, Inc.",San Francisco,,90.0,Layoff Permanent
1/30/17,4/3/17,2/7/17,"Fitbit, Inc.",South San,,2.0,Layoff Permanent
2/9/17,2/9/17,2/9/17,"YourPeople, Inc. d/b/a Zenefits FTW",San Francisco,,254.0,Layoff Permanent
2/9/17,6/30/17,2/10/17,Dignity Health,Monterey Park,,290.0,Closure Permanent
2/10/17,7/31/17,2/10/17,"Oakley, Inc.",Ontario,,78.0,Closure unknown at this time
2/8/17,2/9/17,2/10/17,"SunEdison, Inc.",Redwood City,,3.0,Layoff Permanent
2/10/17,4/17/17,2/10/17,"The Ritz-Carlton, Lake Tahoe",Truckee,,225.0,Closure Temporary
2/10/17,2/10/17,2/13/17,Nasty Gal Inc.,Los Angeles,,75.0,Closure unknown at this time
2/10/17,2/20/17,2/13/17,Nasty Gal Inc.,Santa Monica,,23.0,Closure unknown at this time
2/7/17,4/10/17,2/13/17,"VF Contemporary Brands, Inc.",Los Angeles,,22.0,Layoff Permanent
2/7/17,4/10/17,2/13/17,"VF Contemporary Brands, Inc.",Vernon,,66.0,Layoff Permanent
2/15/17,4/30/17,2/15/17,"Elite Line Services, Inc.",Los Angeles,,65.0,Closure Permanent
2/15/17,4/17/17,2/15/17,Wing Inflatables,Arcata,,100.0,Layoff Temporary
2/15/17,4/17/17,2/16/17,"Storm8, Inc.",Redwood City,,131.0,Layoff Permanent
2/16/17,2/26/17,2/17/17,"Puglia Engineering, Inc.",San Francisco,,184.0,Closure unknown at this time
2/10/17,2/28/17,2/17/17,SP Plus Corporation,Glendale,,84.0,Closure unknown at this time
2/13/17,4/14/17,2/17/17,Valley CAPS,Stockton,,32.0,Closure Permanent
2/16/17,4/21/17,2/21/17,LPL Financial LLC,San Diego,,133.0,Layoff Permanent
2/10/17,2/28/17,2/21/17,SP Plus Corporation,Los Angeles,,101.0,Closure unknown at this time
2/9/17,2/9/17,2/22/17,"Space Systems/Loral, LLC",Palo Alto,,161.0,Layoff Permanent
2/16/17,4/21/17,2/22/17,"VF Outdoor, LLC",Alameda,,52.0,Closure Permanent
2/17/17,4/21/17,2/23/17,Boeing Company,El Segundo,,78.0,Layoff unknown at this time
2/17/17,4/21/17,2/23/17,Boeing Company,Huntington Beach,,16.0,Layoff unknown at this time
2/21/17,4/28/17,2/23/17,"Rockwell Collins, Inc.",Irvine,,44.0,Layoff Permanent
2/23/17,2/1/17,2/23/17,Symantec Corporation,Mountain View,,3.0,Layoff Permanent
2/22/17,5/1/17,2/23/17,"Teva Pharmaceuticals USA, Inc.",Corona,,1.0,Layoff Permanent
2/23/17,2/23/17,2/27/17,"Maker Studios, Inc.",Culver City,,75.0,Layoff unknown at this time
2/22/17,2/22/17,2/27/17,"Quixey, Inc.",Mountain View,,48.0,Closure Permanent
3/1/17,5/1/17,3/1/17,"Marvell Semiconductor, Inc.",Aliso Viejo,,1.0,Layoff Permanent
3/1/17,5/1/17,3/1/17,"Marvell Semiconductor, Inc.",Santa Clara,,29.0,Layoff Permanent
3/1/17,4/30/17,3/1/17,"Quantum Health, Inc. d/b/a Promise",San Diego,,257.0,Closure Permanent
3/2/17,5/1/17,3/2/17,"Banc of California, N.A.",Irvine,,45.0,Layoff Permanent
3/2/17,5/1/17,3/2/17,"Banc of California, N.A.",Santa Ana,,94.0,Layoff Permanent
3/2/17,4/30/17,3/2/17,"Global Sulfur Systems, Inc.",Cerritos,,15.0,Closure Permanent
3/1/17,5/1/17,3/2/17,"Juniper Networks, Inc.",Sunnyvale,,99.0,Layoff Permanent
3/1/17,5/2/17,3/2/17,"Mastec North America, Inc.",Anaheim,,61.0,Layoff Permanent
3/1/17,5/2/17,3/2/17,"Mastec North America, Inc.",Santa Clarita,,13.0,Layoff Permanent
3/2/17,5/1/17,3/2/17,"The Nature's Bounty Co., Inc.",Garden Grove,,213.0,Closure Permanent
3/2/17,5/1/17,3/2/17,"The Nature's Bounty Co., Inc.",Santa Fe Springs,,10.0,Closure Permanent
2/27/17,4/28/17,3/3/17,Hitachi Data Systems,Santa Clara,,118.0,Layoff Permanent
2/28/17,4/30/17,3/3/17,"Paramedics Plus, LLC",San Leandro,,465.0,Closure Permanent
2/14/17,4/28/17,3/3/17,Pfizer,Palo Alto,,38.0,Closure unknown at this time
2/22/17,4/23/17,3/6/17,"Beachbody, LLC",El Segundo,,55.0,Layoff Permanent
2/22/17,4/23/17,3/6/17,"Beachbody, LLC",Santa Monica,,142.0,Layoff Permanent
3/6/17,5/8/17,3/6/17,Byer California,San Francisco,,99.0,Layoff Permanent
3/2/17,5/5/17,3/6/17,PL Developments,Lynwood,,53.0,Closure Permanent
3/6/17,4/1/17,3/6/17,"SiftMill, Inc.",Riverside,,3.0,Closure Permanent
2/24/17,5/1/17,3/7/17,Chemring Energetic Devices,Torrance,,93.0,Closure Permanent
3/1/17,2/24/17,3/7/17,City National Bank,San Diego,,4.0,Closure Permanent
3/2/17,5/1/17,3/7/17,DSSD,Menlo Park,,68.0,Layoff Permanent
3/6/17,6/30/17,3/7/17,Medtronic,Sunnyvale,,17.0,Closure Permanent
3/7/17,3/9/17,3/8/17,"Cisco Systems, Inc.",San Jose,,115.0,Layoff Permanent
3/9/17,12/16/16,3/10/17,"PayPal, Inc.",San Jose,,5.0,Layoff Permanent
3/8/17,3/9/17,3/10/17,"SunEdison, Inc.",Redwood City,,3.0,Layoff Permanent
3/13/17,5/11/17,3/13/17,"BCBG Max Azria Group, LLC",Vernon,,116.0,Layoff Permanent
3/14/17,3/14/17,3/14/17,"GoPro, Inc.",San Mateo,,94.0,Layoff Permanent
3/10/17,5/12/17,3/15/17,"McLane/Suneast, Inc. d/b/a McLane",San Bernardino,,86.0,Layoff Permanent
3/14/17,5/31/17,3/15/17,"North Coast Rehab, Inc.",Fountain Valley,,465.0,Closure Permanent
3/7/17,4/14/17,3/16/17,"Diamond Foods, LLC",Stockton,,240.0,Layoff Permanent
3/15/17,5/17/17,3/16/17,Northrop Grumman Technology,Fort Irwin,,462.0,Layoff Permanent
3/17/17,5/17/17,3/17/17,Coca-Cola Refreshments,San Diego,,102.0,Layoff Permanent
3/16/17,5/19/17,3/17/17,"Conagra Brands, Inc.",Fresno,,73.0,Closure Permanent
3/15/17,3/8/17,3/17/17,"GREE International Entertainment, Inc.",San Francisco,,85.0,Layoff unknown at this time
3/16/17,5/19/17,3/17/17,"Meadowbrook Meat Company, Inc.",Ontario,,171.0,Closure Permanent
3/17/17,5/31/17,3/20/17,Nasco Education LLC,Modesto,,46.0,Layoff Permanent
3/20/17,5/19/17,3/20/17,"Technicolor, Inc.",Ontario,,71.0,Closure Permanent
3/15/17,5/15/17,3/21/17,Gateway One Lending & Finance,Anaheim,,54.0,Layoff Permanent
3/15/17,5/15/17,3/21/17,Gateway One Lending & Finance,Rocklin,,4.0,Layoff Permanent
3/17/17,6/1/17,3/22/17,"Mi Pueblo, LLC",San Jose,,39.0,Layoff Permanent
3/23/17,5/22/17,3/24/17,Stagecoach Vineyards,Napa,,100.0,Closure Permanent
3/24/17,5/27/17,3/27/17,"bebe stores, Inc.",Brea,,10.0,Closure Permanent
3/24/17,5/27/17,3/27/17,"bebe stores, Inc.",Brisbane,,136.0,Closure Permanent
3/24/17,5/27/17,3/27/17,"bebe stores, Inc.",Cabazon,,13.0,Closure Permanent
3/24/17,5/27/17,3/27/17,"bebe stores, Inc.",Camarillo,,14.0,Closure Permanent
3/24/17,5/27/17,3/27/17,"bebe stores, Inc.",El Segundo,,12.0,Closure Permanent
3/24/17,5/27/17,3/27/17,"bebe stores, Inc.",Folsom,,10.0,Closure Permanent
3/24/17,5/27/17,3/27/17,"bebe stores, Inc.",Los Angeles,,160.0,Closure Permanent
3/24/17,5/27/17,3/27/17,"bebe stores, Inc.",San Diego,,14.0,Closure Permanent
3/24/17,5/27/17,3/27/17,"bebe stores, Inc.",Torrance,,10.0,Closure Permanent
3/25/17,5/27/17,3/27/17,"bebe stores, Inc.",Arcadia,,10.0,Closure Permanent
3/25/17,5/27/17,3/27/17,"bebe stores, Inc.",Canoga Park,,11.0,Closure Permanent
3/25/17,5/27/17,3/27/17,"bebe stores, Inc.",Concord,,11.0,Closure Permanent
3/25/17,5/27/17,3/27/17,"bebe stores, Inc.",Livermore,,12.0,Closure Permanent
3/25/17,5/27/17,3/27/17,"bebe stores, Inc.",Modesto,,10.0,Closure Permanent
3/25/17,5/27/17,3/27/17,"bebe stores, Inc.",Pleasanton,,10.0,Closure Permanent
3/25/17,5/27/17,3/27/17,"bebe stores, Inc.",Rancho,,13.0,Closure Permanent
3/25/17,5/27/17,3/27/17,"bebe stores, Inc.",San Diego,,7.0,Closure Permanent
3/25/17,5/27/17,3/27/17,"bebe stores, Inc.",San Diego,,10.0,Closure Permanent
3/25/17,5/27/17,3/27/17,"bebe stores, Inc.",Santa Clara,,15.0,Closure Permanent
3/25/17,5/27/17,3/27/17,"bebe stores, Inc.",Sherman Oaks,,15.0,Closure Permanent
3/24/17,5/27/17,3/29/17,"bebe stores, Inc",Los Angeles,,18.0,Closure Permanent
3/24/17,5/27/17,3/29/17,"bebe stores, Inc.",Emeryville,,8.0,Closure Permanent
3/24/17,5/27/17,3/29/17,"bebe stores, Inc.",Fresno,,11.0,Closure Permanent
3/24/17,5/27/17,3/29/17,"bebe stores, Inc.",Glendale,,15.0,Closure Permanent
3/24/17,5/27/17,3/29/17,"bebe stores, Inc.",Irvine,,8.0,Closure Permanent
3/24/17,5/27/17,3/29/17,"bebe stores, Inc.",Sacramento,,18.0,Closure Permanent
3/25/17,5/27/17,3/30/17,"bebe stores, Inc.",San Ysidro,,27.0,Closure Permanent
3/22/17,6/1/17,3/30/17,"ProPortion Foods, LLC",Los Angeles,,70.0,Closure Permanent
3/23/17,7/31/17,4/2/17,"Meadowbrook Meat Company, Inc.,",Pleasanton,,92.0,Closure Permanent
3/29/17,6/1/17,4/2/17,"United Launch Alliance, LLC",Vandenberg AFB,,48.0,Layoff Permanent
3/29/17,6/2/17,4/2/17,"Western Digital Technology, Inc.",San Jose,,131.0,Layoff Permanent
3/24/17,5/27/17,4/3/17,"bebe stores, Inc.",Cerritos,,10.0,Closure Permanent
3/24/17,5/27/17,4/3/17,"bebe stores, Inc.",San Mateo,,8.0,Closure Permanent
3/25/17,5/27/17,4/3/17,"bebe stores, Inc.",Chula Vista,,10.0,Closure Permanent
3/25/17,5/27/17,4/3/17,"bebe stores, Inc.",Mission Viejo,,7.0,Closure Permanent
3/25/17,5/27/17,4/3/17,"bebe stores, Inc.",Newport Beach,,14.0,Closure Permanent
3/25/17,5/27/17,4/3/17,"bebe stores, Inc.",Ontario,,20.0,Closure Permanent
3/25/17,5/27/17,4/3/17,"bebe stores, Inc.",Roseville,,12.0,Closure Permanent
3/25/17,5/27/17,4/3/17,"bebe stores, Inc.",San Francisco,,8.0,Closure Permanent
3/25/17,5/27/17,4/3/17,"bebe stores, Inc.",Santa Ana,,9.0,Closure Permanent
3/29/17,6/2/17,4/4/17,"Western Digital Technology, Inc.",Irvine,,51.0,Layoff Permanent
3/17/17,5/19/17,4/5/17,Boeing Company,El Segundo,,27.0,Layoff unknown at this time
3/17/17,5/19/17,4/5/17,Boeing Company,Huntington Beach,,47.0,Layoff unknown at this time
3/29/17,12/29/16,4/5/17,"PayPal, Inc.",San Francisco,,4.0,Layoff Permanent
3/29/17,12/29/16,4/5/17,"PayPal, Inc.",San Jose,,32.0,Layoff Permanent
3/28/17,3/28/17,4/5/17,"Vanguard Space Technologies, Inc.",San Diego,,53.0,Closure Permanent
3/17/17,6/1/17,4/5/17,"Vose Technical Systems, Inc.",Fort Irwin,,60.0,Layoff Permanent
3/29/17,5/31/17,4/6/17,Nortek Distribution Services,Eastvale,,49.0,Closure Permanent
3/27/17,6/8/17,4/6/17,Roman Catholic Welfare Corporation,Union City,,22.0,Closure Permanent
3/27/17,6/15/17,4/6/17,Roman Catholic Welfare Corporation,El Cerrito,,15.0,Closure Permanent
3/27/17,6/15/17,4/6/17,Roman Catholic Welfare Corporation,Oakland,,89.0,Closure Permanent
3/22/17,5/22/17,4/6/17,Western Tube and Conduit,Carson,,236.0,Closure Temporary
3/30/17,5/30/17,4/7/17,"Advanced Call Center Technologies,",North Highlands,,135.0,Layoff Permanent
3/28/17,5/26/17,4/7/17,JBS USA Food Company,Commerce,,34.0,Closure unknown at this time
3/31/17,5/31/17,4/7/17,"Long Beach Golden Sails, Inc. and",Long Beach,,80.0,Closure Permanent
4/4/17,6/9/17,4/7/17,"Marvell Semicondutor, Inc.",Santa Clara,,12.0,Layoff Permanent
4/5/17,6/5/17,4/7/17,"Mastec North America, Inc.",Hayward,,109.0,Closure Permanent
3/22/17,5/15/17,4/7/17,Rideout Health Group,Marysville,,17.0,Layoff Permanent
3/22/17,5/15/17,4/7/17,Rideout Health Group,Yuba City,,54.0,Closure Permanent
3/22/17,6/30/17,4/7/17,Rideout Health Group,Grass Valley,,18.0,Closure Permanent
3/30/17,3/31/17,4/7/17,"SunEdison, Inc. (""SunEdison"")",Redwood City,,5.0,Layoff Permanent
3/31/17,6/2/17,4/7/17,Symantec Corporation,Mountain View,,36.0,Layoff Permanent
3/31/17,5/31/17,4/7/17,"Toshiba America, Inc. and Toshiba",Irvine,,49.0,Layoff Permanent
3/30/17,6/30/17,4/10/17,Dollar Express,Farmersville,,8.0,Closure Permanent
3/30/17,6/30/17,4/10/17,Dollar Express,Fresno,,11.0,Closure Permanent
3/30/17,6/30/17,4/10/17,Dollar Express,Inglewood,,16.0,Closure Permanent
3/30/17,6/30/17,4/10/17,Dollar Express,Lemoore,,13.0,Closure Permanent
3/30/17,6/30/17,4/10/17,Dollar Express,San Bernardino,,14.0,Closure Permanent
3/28/17,6/1/17,4/10/17,"HL Weilding, Inc",National City,,5.0,Layoff Permanent
4/7/17,6/7/17,4/10/17,Zazzle Inc.,San Jose,,117.0,Closure Permanent
4/11/17,4/18/17,4/11/17,Abbott Laboratories,Carlsbad,,60.0,Closure Permanent
4/11/17,6/16/17,4/12/17,Amgen,Thousand Oaks,,494.0,Layoff Permanent
4/11/17,6/30/17,4/12/17,CEVA Logistics,Mira Loma,,99.0,Layoff unknown at this time
11/17/16,5/12/17,4/12/17,Lockheed Martin Corporation Rotary &,San Diego,,117.0,Closure Permanent
4/6/17,6/7/17,4/13/17,Randstad General Partner (US) LLC,San Jose,,60.0,Closure Permanent
4/13/17,6/29/17,4/13/17,Vishay Siliconix,Santa Clara,,71.0,Layoff Permanent
3/24/17,5/27/17,4/14/17,"bebe stores, Inc.",Milpitas,,7.0,Closure Permanent
4/14/17,6/30/17,4/14/17,"Railex, LLC",Delano,,79.0,Closure unknown at this time
4/14/17,7/5/17,4/17/17,"NDC Technologies, Inc.",Irwindale,,42.0,Closure Permanent
4/12/17,4/13/17,4/17/17,"SunEdison, Inc.",Redwood City,,1.0,Layoff Permanent
4/17/17,10/1/17,4/18/17,"Meadowbrook Meat Company, Inc.",Tracy,,55.0,Closure Permanent
4/6/17,7/2/17,4/18/17,"Sears, Roebuck and Co.",Carson,,105.0,Closure Permanent
4/13/17,6/15/17,4/19/17,"United Launch Alliance, LLC",Vandenberg AFB,,7.0,Layoff Permanent
4/18/17,7/31/17,4/20/17,"Dr. Fresh, LLC",Buena Park,,15.0,Layoff Permanent
4/10/17,6/30/17,4/20/17,First Transit,Oceanside,,538.0,Closure Permanent
4/10/17,6/30/17,4/20/17,First Transit,Pomona,,372.0,Closure Permanent
4/17/17,6/19/17,4/20/17,"Marvell Semiconductor, Inc.",Santa Clara,,1.0,Layoff Permanent
4/14/17,6/15/17,4/20/17,"MUFG Union Bank, N.A.",Monterey Park,,61.0,Layoff unknown at this time
4/19/17,6/23/17,4/20/17,"Rockwell Collins, Inc.",Irvine,,1.0,Layoff Permanent
4/20/17,6/22/17,4/21/17,"An Beverly Hills, LLC",Beverly Hills,,64.0,Closure Temporary
4/10/17,9/1/17,4/21/17,Arcturus Manufacturing,Oxnard,,32.0,Closure Permanent
4/19/17,6/19/17,4/21/17,DaVita Rx,Corona,,5.0,Layoff Permanent
4/19/17,6/19/17,4/21/17,DaVita Rx,Mission Viejo,,5.0,Layoff Permanent
4/19/17,6/19/17,4/21/17,DaVita Rx,San Bruno,,5.0,Layoff Permanent
4/19/17,6/20/17,4/21/17,Texas Instruments Incorporated,Santa Clara,,78.0,Layoff Permanent
4/24/17,4/25/17,4/24/17,"OncoMed Pharmaceuticals, Inc.",Redwood City,,62.0,Layoff Permanent
4/24/17,6/30/17,4/24/17,"Transdev Services, Inc.",Modesto,,138.0,Closure unknown at this time
4/24/17,7/13/17,4/24/17,"United Launch Alliance, LLC",Vandenberg AFB,,16.0,Layoff Permanent
4/21/17,2/2/18,4/25/17,"Burleigh Point, Ltd. dba Billabong",Irvine,,60.0,Closure Permanent
4/24/17,6/23/17,4/26/17,"Nelco Products, Inc.",Fullerton,,62.0,Layoff Permanent
4/21/17,6/23/17,4/27/17,Boeing Company,El Segundo,,43.0,Layoff unknown at this time
4/21/17,6/23/17,4/27/17,Boeing Company,Huntington Beach,,21.0,Layoff unknown at this time
4/20/17,6/24/17,4/28/17,Raley's,Vallejo,,65.0,Closure Permanent
4/28/17,6/30/17,4/28/17,"Sodexo, Inc.",Davis,,136.0,Closure Permanent
4/21/17,6/23/17,5/1/17,Boeing Company,Long Beach,,2.0,Layoff unknown at this time
4/28/17,4/28/17,5/1/17,Branan Medical Corporation,Irvine,,63.0,Closure Permanent
5/1/17,6/30/17,5/2/17,"3D Instruments, LP",Anaheim,,59.0,Closure Permanent
4/30/17,6/30/17,5/2/17,Marine Harvest USA LLC,Los Angeles,,2.0,Closure Permanent
4/27/17,6/30/17,5/2/17,NCR Corporation,Westlake Village,,76.0,Layoff Permanent
4/24/17,6/23/17,5/2/17,New-Indy TriPAQ LLC,Cerritos,,12.0,Layoff unknown at this time
4/24/17,6/23/17,5/2/17,New-Indy TriPAQ LLC,Santa Ana,,56.0,Closure Permanent
4/24/17,7/31/17,5/3/17,Arundel Cuisine Inc.,Anaheim,,62.0,Layoff Permanent
4/24/17,7/31/17,5/3/17,FJS Inc.,Anaheim,,121.0,Layoff Permanent
4/24/17,6/23/17,5/3/17,Galleher-HWP,La Mirada,,32.0,Closure Permanent
5/3/17,7/2/17,5/4/17,"Apple Mirage, Inc.",Rancho Mirage,,45.0,Closure Permanent
4/28/17,6/28/17,5/4/17,Brake Parts Inc.,Chowchilla,,1.0,Closure Permanent
4/27/17,6/26/17,5/4/17,"St. John Knits, Inc.",Irvine,,130.0,Layoff Permanent
5/3/17,7/10/17,5/5/17,Gannett Publishing Services/Ventura,Camarillo,,38.0,Closure unknown at this time
5/4/17,7/3/17,5/5/17,"Keurig Green Mountain, Inc.",Castroville,,183.0,Closure Permanent
4/28/17,2/1/17,5/5/17,"Nimble Storage, Inc.",San Jose,,67.0,Layoff Permanent
5/2/17,7/1/17,5/9/17,"Banc of California, N.A.",Irvine,,4.0,Layoff Permanent
5/2/17,7/1/17,5/9/17,"Banc of California, N.A.",Santa Ana,,36.0,Layoff Permanent
5/4/17,7/7/17,5/9/17,"NRJ TV LA OPCO, LLC dba KSCI-TV",Los Angeles,,58.0,Layoff Permanent
5/11/17,6/30/17,5/11/17,Ambry Genetics Corporation,Aliso Viejo,,99.0,Layoff Permanent
5/11/17,7/14/17,5/11/17,Biosense Webster,Irwindale,,49.0,Layoff Permanent
11/28/16,1/31/17,5/11/17,Novartis Pharmaceuticals Corporation,San Carlos,,7.0,Layoff Permanent
5/20/16,8/1/16,5/12/17,"Benz Sanitation Inc,Benz Propane Co.",Tehachapi,,101.0,Layoff Permanent
5/10/17,7/10/17,5/12/17,"Marvell Semiconductor, Inc.",Aliso Viejo,,1.0,Layoff Permanent
5/10/17,7/10/17,5/12/17,"Marvell Semiconductor, Inc.",Santa Clara,,8.0,Layoff Permanent
5/9/17,7/10/17,5/12/17,USS-POSCO Industries,Pittsburg,,635.0,Layoff Temporary
5/12/17,7/7/17,5/15/17,"Braden Partners L.P., dba Pacific",Bakersfield,,170.0,Layoff Permanent
5/15/17,6/28/17,5/15/17,Symantec Corporation,Mountain View,,24.0,Layoff Permanent
5/12/17,10/1/17,5/16/17,"Hines Growers, Inc.",San Juan,,115.0,Closure Permanent
5/4/17,7/4/17,5/17/17,Esalen Institute,Big Sur,,45.0,Layoff unknown at this time
5/16/17,7/17/17,5/17/17,Kondaur Capital Corporation,Orange,,55.0,Layoff Permanent
5/17/17,7/18/17,5/17/17,"Lumina Media, LLC",Irvine,,58.0,Closure Permanent
5/10/17,7/9/17,5/18/17,"Angelica Textile Services, Inc.",Gilroy,,160.0,Closure Permanent
